TextId,Translated,Original
ending0101_m line Text06,"That is because in this world, there are only few absolute good and evil.",只因这世道，绝对的善恶仅是少数，
ending0101_m line Text07,"Mostly, there are just conflicts of standpoints, based on desire and distrust amongst the people.",更多的，是人与人之间迷于私欲、缺乏互信所导致的立场冲突。
ending0101_m line Text08,"If we can dissolve the standpoints, remove the estrangement, how many people would be unquestionably evil?",在立场消融、人们再无隔阂之后，又有多少人是真心为恶？
ending0101_m line Text09,Only by letting people open their hearts and understand each other can the continuation of this hatred be truly ended.,唯有让世人敞开心房、理解彼此，才能真正终结这恨意的延续，
ending0101_m line Text10,Lead the Wulin to become a peaceful world that treats people with kindness. ,让武林走向，以仁待人的太平盛世。
ending0101_m line Text11,,
ending0101_m line Text12,"When  the dust settles, the work of rebuilding the Xia Pavilion begins.",待尘埃落定，重建侠隐阁之作业，于焉展开。
ending0101_m line Text13,"You can't help feeling sad, about the destruction of what you knew, but you raise your head,",曾经熟悉的地方尽遭毁坏，虽不由得心生失落，可抬起头，
ending0101_m line Text14,"and you see those who share the same mind, working hard for the future Wulin.",看见那些与自己理念一致的伙伴们，也正为了将来的武林努力着，
ending0101_m line Text15,How can you stagnate here?,自己还有什么理由在此滞步不前？
ending0101_m line Text16,"You look at the gateway, it reminds you of when your comrade and master left,",望向山门，想起那时的情景，昔日战友与师长们离去的身影，
ending0101_m line Text17,"those regretless silhouette, drenched in the blood-like scarlet, of the flame of combat and the setting sun...",在纷飞战火中、残阳映照下，那深红如血的背影，无愧亦无悔……
ending0101_m line Text18,"... Right, no matter how much you have lost, and what more you will need to face,",……没错，不论当初舍弃了多少，今后又将面对什么，
ending0101_m line Text19,you must not hold your steps back.,现在，都不能停下脚步。
ending0101_m line Text20,Everything is for not letting the hope of ending all conficts wither here.,一切都是为了，不让止戈为武的理想，在此凋零。
ending0102_f title,"Blazing Sun, Scorching Sky",烈阳炙天
ending0102_f line Text01,"「To accomplish great things, you must cast aside more than others」",「为成大事，就必须舍弃得比别人更多。」
ending0102_f line Text02,Those were Duan Xiaolie's last words as he left the mountain.,这是段霄烈在踏出山门时，留下的最后一句话。
ending0102_f line Text03,"Those words too, lifted the curtain for the blood bath that will sweep across the wulin.",也为武林将来掀起的血雨腥风，揭开了序幕……
ending0102_f line Text04,"As long as evil rampant, the blazing inferno will continue to burn against evil.",只要罪恶尚在世间猖狂，这挺身抗恶的熊熊业火便不会间断。
ending0102_f line Text05,"Remeber those fools who call themselves Xia, selfishly pursuing their hollow ideals.",记住那些自诩为侠的愚昧之人，为了自我满足而追求虚幻空渺的理想，
ending0102_f line Text06,"Perhaps they are what chu tianbi said they are, white plum standing above the snow.",或许他们真是楚天碧所谓的，傲雪欺霜的白梅花，
ending0102_f line Text07,"But because of that, they can never realize they fail to see the true suffering in this world.",但也正因如此，他们未曾意识到，自己从未看清世间的苦痛。
ending0102_f line Text08,This ends now.,到此为止了。
ending0102_f line Text09,"From now on, killing will stop killing, fear will bring hope.",今后，就用杀伐终结杀伐，用恐惧带来希望，
ending0102_f line Text10,"All the killing and hate, we will bear on our shoulders.",将这诸般杀业与仇恨，一肩担下。
ending0102_f line Text11,"In vanquishing evil, there is no room for doubt.",除罪灭恶，不容迷惘。
ending0102_f line Text12,,
ending0102_f line Text13,"When the dust settles, everyone followed Duan Xiaolie into the blood red sunset.",当尘埃落定，众人跟随段霄烈，迎向血红的残阳，迈出山门。
ending0102_f line Text14,"At that moment, amongst the flame of war, a breeze carried a long a few white plums.",这时，在纷飞战火中，忽见几枚白梅花瓣，伴随清香飘荡而来……
ending0102_f line Text15,"""Don't look back"" ""Those are what we have casted aside.""",「别回头。」「那是我们，已经舍弃的东西。」
ending0102_f line Text16,Duan Xiaolie's blood red back is firm and determined.,段霄烈那深红如血的背影，果断而坚决，
ending0102_f line Text17,Faces of those comrades who shares your ideal are shows no regret on their faces.,身旁那些与自己理念一致的伙伴们，神情无愧亦无悔。
ending0102_f line Text18,"......indeed, this is the path we've chosen.",……没错，这就是我们选择的道路。
ending0102_f line Text19,"No matter what we have casted aside in the past, no matter what we must face in the future.",不论当初舍弃了多少，今后又将面对什么，
ending0102_f line Text20,"right now, we cannot stop.",现在，都不能停下脚步。
ending0102_f line Text21,All of this is to lead this chaotic world onto a right path.,一切都是为了，将这混乱不堪的世道，导向正途。
ending0102_m title,"Blazing Sun, Scorching Sky",烈阳炙天
ending0102_m line Text01,"「To accomplish great things, you must cast aside more than others」",「为成大事，就必须舍弃得比别人更多。」
ending0102_m line Text02,Those were Duan Xiaolie's last words as he left the mountain.,这是段霄烈在踏出山门时，留下的最后一句话。
ending0102_m line Text03,"Those words too, lifted the curtain for the blood bath that will sweep across the wulin.",也为武林将来掀起的血雨腥风，揭开了序幕……
ending0102_m line Text04,"As long as evil rampant, the blazing inferno will continue to burn against evil.",只要罪恶尚在世间猖狂，这挺身抗恶的熊熊业火便不会间断。
ending0102_m line Text05,"Remeber those fools who call themselves Xia, selfishly pursuing their hollow ideals.",记住那些自诩为侠的愚昧之人，为了自我满足而追求虚幻空渺的理想，
ending0102_m line Text06,"Perhaps they are what chu tianbi said they are, white plum standing above the snow.",或许他们真是楚天碧所谓的，傲雪欺霜的白梅花，
ending0102_m line Text07,"But because of that, they can never realize they fail to see the true suffering in this world.",但也正因如此，他们未曾意识到，自己从未看清世间的苦痛。
ending0102_m line Text08,This ends now.,到此为止了。
ending0102_m line Text09,"From now on, killing will stop killing, fear will bring hope.",今后，就用杀伐终结杀伐，用恐惧带来希望，
ending0102_m line Text10,"All the killing and hate, we will bear on our shoulders.",将这诸般杀业与仇恨，一肩担下。
ending0102_m line Text11,"In vanquishing evil, there is no room for doubt.",除罪灭恶，不容迷惘。
ending0102_m line Text12,,
ending0102_m line Text13,"When the dust settles, everyone followed Duan Xiaolie into the blood red sunset.",当尘埃落定，众人跟随段霄烈，迎向血红的残阳，迈出山门。
ending0102_m line Text14,"At that moment, amongst the flame of war, a breeze carried a long a few white plums.",这时，在纷飞战火中，忽见几枚白梅花瓣，伴随清香飘荡而来……
ending0102_m line Text15,"""Don't look back"" ""Those are what we have casted aside.""",「别回头。」「那是我们，已经舍弃的东西。」
ending0102_m line Text16,Duan Xiaolie's blood red back is firm and determined.,段霄烈那深红如血的背影，果断而坚决，
ending0102_m line Text17,Faces of those comrades who shares your ideal are shows no regret on their faces.,身旁那些与自己理念一致的伙伴们，神情无愧亦无悔。
ending0102_m line Text18,"......indeed, this is the path we've chosen.",……没错，这就是我们选择的道路。
ending0102_m line Text19,"No matter what we have casted aside in the past, no matter what we must face in the future.",不论当初舍弃了多少，今后又将面对什么，
ending0102_m line Text20,"right now, we cannot stop.",现在，都不能停下脚步。
ending0102_m line Text21,All of this is to lead this chaotic world onto a right path.,一切都是为了，将这混乱不堪的世道，导向正途。
ending0104_f cinematic Text (0),"""——Ling'er, think no more of this place""",「——凌儿，此地勿念。」
ending0104_f cinematic Text (1),""".......yes, mother.                                                                 NEWLINENEWLINENEWLINE",「……是，母亲。　　　　　　　　　　　
ending0104_f cinematic Text (2),"                          Flying squid, will need to be avenged.""NEWLINENEWLINENEWLINE",　　　　　　　　 飞鱿之仇，仍须报得。 」
